Time;Htl;Hdbt;Hc;Qve;ΣQx;Qxt;Qxm;Ncxs;Ncxm
2025-11-20 21:00:00;209.6;209;196;1256.32;1256.32;1200;56.32;0;0
2025-11-21 00:00:00;209.6;209;196;1276.11;1276.11;1200;76.11;0;0
2025-11-21 09:00:00;209.6;209;196;815.22;815.22;800;15.22;0;0
2025-11-21 19:00:00;209.6;209;196;956.32;956.32;900;56.32;0;0
2025-11-21 21:00:00;209.6;209;196;556.32;556.32;500;56.32;0;0
